stress pid=3989687 workers=8 duty=0.7 periodMs=250
1787335945.2	2.44	3.32	3.72
1787335946.2	2.44	3.32	3.72
1787335947.2	3.68	3.56	3.79
1787335948.2	3.68	3.56	3.79
1787335949.2	3.68	3.56	3.79
1787335950.2	3.68	3.56	3.79
1787335951.2	3.68	3.56	3.79
1787335952.2	4.75	3.78	3.86
1787335953.2	4.75	3.78	3.86
1787335954.2	4.75	3.78	3.86
1787335955.2	4.75	3.78	3.86
1787335956.2	4.75	3.78	3.86
1787335957.2	6.29	4.12	3.97
1787335958.2	6.29	4.12	3.97
1787335959.2	6.29	4.12	3.97
1787335960.2	6.29	4.12	3.97
1787335961.2	6.29	4.12	3.97
1787335962.2	7.15	4.33	4.04
1787335963.2	7.15	4.33	4.04
1787335964.2	7.15	4.33	4.04
1787335965.2	7.15	4.33	4.04
1787335966.2	7.15	4.33	4.04
1787335967.2	7.38	4.43	4.07
1787335968.2	7.38	4.43	4.07
1787335969.2	7.38	4.43	4.07
1787335970.2	7.38	4.43	4.07
1787335971.2	7.38	4.43	4.07
1787335972.2	7.59	4.52	4.11
1787335973.2	7.59	4.52	4.11
1787335974.2	7.59	4.52	4.11
1787335975.2	7.59	4.52	4.11
1787335976.2	7.59	4.52	4.11
1787335977.2	8.18	4.70	4.17
1787335978.2	8.18	4.70	4.17
1787335979.2	8.18	4.70	4.17
1787335980.2	8.18	4.70	4.17
1787335981.2	8.18	4.70	4.17
1787335982.2	8.81	4.88	4.23
1787335983.2	8.81	4.88	4.23
1787335984.2	8.81	4.88	4.23
1787335985.2	8.81	4.88	4.23
1787335986.2	8.81	4.88	4.23
1787335987.2	9.62	5.12	4.31
1787335988.2	9.62	5.12	4.31
1787335989.2	9.62	5.12	4.31
1787335990.2	9.62	5.12	4.31
1787335991.2	9.62	5.12	4.31
1787335992.2	9.98	5.27	4.36
1787335993.2	9.98	5.27	4.36
1787335994.2	9.98	5.27	4.36
1787335995.2	9.98	5.27	4.36
1787335996.2	9.98	5.27	4.36
1787335997.2	10.06	5.36	4.40
1787335998.2	10.06	5.36	4.40
1787335999.2	10.06	5.36	4.40
1787336000.2	10.06	5.36	4.40
1787336001.2	10.06	5.36	4.40
1787336002.2	9.97	5.42	4.42
1787336003.2	9.97	5.42	4.42
1787336004.2	9.97	5.42	4.42
1787336005.2	9.97	5.42	4.42
1787336006.2	9.97	5.42	4.42
1787336007.2	11.02	5.71	4.52
1787336008.2	11.02	5.71	4.52
1787336009.2	11.02	5.71	4.52
1787336010.2	11.02	5.71	4.52
1787336011.2	11.02	5.71	4.52
1787336012.2	11.90	5.98	4.62
1787336013.2	11.90	5.98	4.62
1787336014.2	11.90	5.98	4.62
1787336015.2	11.90	5.98	4.62
1787336016.2	11.90	5.98	4.62
1787336017.2	12.63	6.23	4.71
1787336018.2	12.63	6.23	4.71
1787336019.2	12.63	6.23	4.71
1787336020.2	12.63	6.23	4.71
1787336021.2	12.63	6.23	4.71
1787336022.2	13.06	6.43	4.78
1787336023.2	13.06	6.43	4.78
1787336024.2	13.06	6.43	4.78
1787336025.2	13.06	6.43	4.78
1787336026.2	13.06	6.43	4.78
1787336027.2	12.65	6.46	4.79
1787336028.2	12.65	6.46	4.79
