16:43:27 deep-A-s27 complete bites 1 depth 159.02
16:43:37 deep-B-s27 complete bites 2 depth 154.42
16:43:48 deep-A-s28 complete bites 1 depth 159.07
16:43:58 deep-B-s28 complete bites 1 depth 159.57
16:44:08 deep-A-s29 complete bites 1 depth 159.48
16:44:19 deep-B-s29 complete bites 1 depth 157.86
16:44:29 deep-A-s30 complete bites 1 depth 159.02
16:52:20 deep-A-wall10s-s33 b5 c0 p2 rc=0 stop iteration-cap after 283 iterations; bandEnteredAtIteration None
16:52:23 deep-A-wall10s-s33 b5 c0 p1 rc=0 stop iteration-cap after 283 iterations; bandEnteredAtIteration None
16:52:31 deep-A-wall10s-s34 b5 c0 p2 rc=0 stop iteration-cap after 392 iterations; bandEnteredAtIteration None
16:52:35 deep-A-wall10s-s34 b5 c0 p1 rc=0 stop iteration-cap after 392 iterations; bandEnteredAtIteration None
16:52:41 deep-A-wall10s-s35 b5 c0 p2 rc=0 stop iteration-cap after 347 iterations; bandEnteredAtIteration None
16:52:44 deep-A-wall10s-s35 b5 c0 p1 rc=0 stop iteration-cap after 347 iterations; bandEnteredAtIteration None
16:52:48 deep-A-wall10s-s4872519857840070441 b5 c0 p2 rc=0 stop iteration-cap after 241 iterations; bandEnteredAtIteration None
16:52:51 deep-A-wall10s-s4872519857840070441 b5 c0 p1 rc=0 stop iteration-cap after 241 iterations; bandEnteredAtIteration None
16:52:58 deep-A-wall10s-s5671471283886933426 b5 c0 p2 rc=0 stop iteration-cap after 310 iterations; bandEnteredAtIteration None
16:53:00 deep-A-wall10s-s5671471283886933426 b5 c0 p1 rc=0 stop iteration-cap after 310 iterations; bandEnteredAtIteration None
16:53:03 deep-A-wall10s-s6185102792240140886 b5 c0 p2 rc=0 stop iteration-cap after 199 iterations; bandEnteredAtIteration None
16:53:05 deep-A-wall10s-s6185102792240140886 b5 c0 p1 rc=0 stop iteration-cap after 199 iterations; bandEnteredAtIteration None
16:53:13 deep-A-wall10s-s7797222088981460957 b5 c0 p2 rc=0 stop iteration-cap after 342 iterations; bandEnteredAtIteration None
16:53:17 deep-A-wall10s-s7797222088981460957 b5 c0 p1 rc=0 stop iteration-cap after 342 iterations; bandEnteredAtIteration None
16:53:28 deep-A-wall10s-s8755853977552987277 b5 c0 p2 rc=0 stop iteration-cap after 487 iterations; bandEnteredAtIteration None
16:53:36 deep-A-wall10s-s8755853977552987277 b5 c0 p1 rc=0 stop iteration-cap after 487 iterations; bandEnteredAtIteration None
16:53:49 deep-B-wall10s-s10636268072709740349 b5 c0 p2 rc=0 stop struck after 809 iterations; bandEnteredAtIteration None
16:53:55 deep-B-wall10s-s10636268072709740349 b5 c0 p1 rc=0 stop iteration-cap after 899 iterations; bandEnteredAtIteration None
16:53:58 deep-B-wall10s-s11151532166486038253 b5 c0 p2 rc=0 stop iteration-cap after 161 iterations; bandEnteredAtIteration None
16:53:59 deep-B-wall10s-s11151532166486038253 b5 c0 p1 rc=0 stop band-entry after 161 iterations; bandEnteredAtIteration Some(161)
16:54:07 deep-B-wall10s-s11151532166486038253 b6 c1 p2 rc=0 stop band-entry after 591 iterations; bandEnteredAtIteration Some(591)
16:54:13 deep-B-wall10s-s11151532166486038253 b6 c1 p1 rc=0 stop iteration-cap after 612 iterations; bandEnteredAtIteration None
16:54:26 deep-B-wall10s-s12153648923418518200 b5 c0 p2 rc=0 stop struck after 808 iterations; bandEnteredAtIteration None
16:54:34 deep-B-wall10s-s12153648923418518200 b5 c0 p1 rc=0 stop iteration-cap after 823 iterations; bandEnteredAtIteration None
16:54:43 deep-B-wall10s-s14782797682586776746 b5 c0 p2 rc=0 stop iteration-cap after 725 iterations; bandEnteredAtIteration None
16:54:50 deep-B-wall10s-s14782797682586776746 b5 c0 p1 rc=0 stop iteration-cap after 725 iterations; bandEnteredAtIteration None
