epoch	load1	load5	load15	benchmarks
1787309296	4.18	3.77	4.19	0
1787309301	3.92	3.72	4.18	0
1787309306	4.33	3.81	4.20	0
1787309311	4.62	3.88	4.22	0
1787309316	5.13	4.00	4.26	0
1787309321	4.88	3.96	4.25	0
1787309326	4.57	3.91	4.23	0
1787309331	4.85	3.98	4.25	0
1787309336	4.78	3.98	4.25	0
1787309341	4.48	3.93	4.23	0
1787309346	4.28	3.90	4.22	0
1787309351	4.66	3.98	4.25	0
1787309356	4.84	4.03	4.26	0
1787309361	4.78	4.03	4.26	0
1787309366	5.03	4.10	4.28	0
1787309371	5.11	4.13	4.29	0
1787309376	4.86	4.10	4.28	0
1787309381	5.03	4.14	4.29	0
1787309386	5.75	4.31	4.34	0
1787309391	8.01	4.80	4.50	0
1787309396	8.81	5.02	4.58	0
1787309401	9.23	5.17	4.63	0
1787309406	10.49	5.50	4.74	0
1787309411	10.29	5.54	4.75	0
1787309416	10.27	5.62	4.78	0
1787309421	9.53	5.54	4.76	0
1787309426	9.16	5.53	4.76	0
1787309431	8.51	5.45	4.74	0
1787309436	8.63	5.53	4.77	0
1787309441	8.42	5.54	4.78	0
1787309446	8.38	5.58	4.80	0
1787309451	8.27	5.60	4.81	0
1787309456	7.69	5.53	4.79	0
1787309461	7.39	5.50	4.78	0
1787309466	7.36	5.53	4.79	0
1787309471	6.85	5.45	4.77	0
1787309476	6.38	5.38	4.75	0
1787309481	5.95	5.30	4.73	0
1787309486	5.56	5.23	4.71	0
1787309491	7.27	5.59	4.83	0
1787309496	7.01	5.57	4.83	0
1787309501	6.85	5.56	4.83	0
1787309506	8.94	6.01	4.98	0
1787309511	11.27	6.54	5.16	0
1787309516	10.53	6.47	5.14	0
1787309521	10.41	6.51	5.16	0
1787309526	11.25	6.75	5.25	0
1787309531	10.99	6.77	5.26	0
1787309536	12.52	7.16	5.40	0
1787309541	13.92	7.54	5.53	0
1787309546	13.68	7.60	5.56	0
1787309551	12.91	7.54	5.55	0
1787309556	12.67	7.58	5.57	0
1787309561	11.82	7.48	5.55	0
1787309566	11.51	7.49	5.57	0
1787309571	11.39	7.53	5.59	0
1787309576	10.56	7.43	5.57	0
1787309581	10.43	7.45	5.58	0
1787309586	9.68	7.34	5.56	0
1787309592	9.46	7.34	5.57	0
1787309597	8.87	7.25	5.55	0
1787309602	8.48	7.20	5.54	0
1787309607	7.88	7.09	5.51	0
1787309612	7.73	7.07	5.52	0
1787309617	7.27	6.99	5.50	0
1787309622	7.01	6.94	5.49	0
1787309627	7.17	6.97	5.51	0
1787309632	7.23	6.99	5.52	0
1787309637	7.29	7.01	5.54	0
1787309642	8.79	7.32	5.65	0
1787309647	9.77	7.55	5.73	0
1787309652	9.47	7.52	5.73	0
1787309657	9.35	7.53	5.74	0
1787309662	8.68	7.42	5.72	0
1787309667	8.07	7.32	5.69	0
1787309672	8.06	7.33	5.70	0
1787309677	8.06	7.34	5.72	0
1787309682	7.81	7.30	5.71	0
1787309687	7.27	7.20	5.69	0
1787309692	7.24	7.19	5.70	0
1787309697	6.82	7.11	5.68	0
1787309702	6.84	7.10	5.68	0
1787309707	6.61	7.05	5.67	0
1787309712	6.56	7.04	5.68	0
1787309717	6.12	6.93	5.65	0
1787309722	5.71	6.84	5.62	0
1787309727	5.81	6.84	5.63	0
1787309732	5.91	6.84	5.64	0
1787309737	5.83	6.81	5.64	0
1787309742	6.09	6.85	5.65	0
1787309747	6.32	6.88	5.67	0
1787309752	6.45	6.90	5.69	0
1787309757	6.18	6.84	5.67	0
1787309762	5.92	6.77	5.66	0
1787309767	5.53	6.68	5.63	0
1787309772	5.41	6.63	5.62	0
1787309777	5.05	6.54	5.60	0
1787309782	5.37	6.58	5.62	0
1787309787	5.66	6.62	5.63	0
1787309792	5.61	6.59	5.63	0
1787309797	5.32	6.52	5.61	0
1787309802	7.37	6.92	5.75	0
1787309807	9.35	7.34	5.89	0
1787309812	9.32	7.37	5.91	0
1787309817	8.65	7.26	5.88	0
1787309822	8.60	7.27	5.89	0
1787309827	8.15	7.20	5.88	0
1787309832	8.22	7.23	5.89	0
1787309837	7.64	7.13	5.87	0
1787309842	7.59	7.13	5.87	0
1787309847	7.06	7.02	5.85	0
1787309852	6.74	6.96	5.83	0
1787309857	6.84	6.98	5.84	0
1787309862	6.93	6.99	5.85	0
1787309867	7.18	7.04	5.88	0
1787309872	6.84	6.98	5.86	0
1787309877	6.45	6.89	5.84	0
1787309882	6.26	6.84	5.83	0
1787309887	5.84	6.75	5.80	0
1787309892	6.01	6.77	5.82	0
1787309898	5.61	6.67	5.79	0
1787309903	5.24	6.58	5.76	0
1787309908	4.90	6.48	5.74	0
1787309913	4.59	6.39	5.71	0
1787309918	4.86	6.42	5.72	0
1787309923	4.87	6.40	5.72	0
1787309928	4.64	6.32	5.70	0
1787309933	4.43	6.25	5.68	0
1787309938	4.88	6.31	5.70	0
1787309943	5.21	6.36	5.72	0
1787309948	5.51	6.40	5.74	0
1787309953	5.15	6.31	5.71	0
1787309958	5.38	6.34	5.73	0
1787309963	5.11	6.27	5.71	0
1787309968	5.34	6.30	5.72	0
1787309973	5.23	6.26	5.71	0
1787309978	5.13	6.22	5.70	0
1787309983	5.12	6.20	5.70	0
1787309988	4.95	6.15	5.68	0
1787309993	4.71	6.08	5.66	0
1787309998	4.50	6.01	5.64	0
1787310003	4.46	5.98	5.63	0
1787310008	4.18	5.89	5.61	0
1787310013	4.49	5.93	5.62	0
1787310018	4.37	5.88	5.61	0
1787310023	4.10	5.80	5.58	0
1787310028	3.85	5.72	5.56	0
1787310033	3.86	5.69	5.55	0
1787310038	4.35	5.76	5.57	0
1787310043	5.05	5.88	5.61	0
1787310048	5.04	5.87	5.61	0
1787310053	5.28	5.90	5.62	0
1787310058	5.10	5.85	5.61	0
1787310063	4.85	5.79	5.59	0
1787310068	4.62	5.73	5.57	0
1787310073	4.33	5.65	5.54	0
1787310078	4.14	5.59	5.53	0
1787310083	3.89	5.51	5.50	0
1787310088	3.74	5.45	5.48	0
1787310093	4.08	5.50	5.50	0
1787310098	4.39	5.54	5.51	0
1787310103	4.12	5.46	5.48	0
1787310108	4.35	5.49	5.49	0
1787310113	4.73	5.55	5.51	0
1787310118	4.51	5.49	5.49	0
1787310123	4.95	5.56	5.52	0
1787310128	5.19	5.60	5.53	0
1787310133	4.86	5.53	5.51	0
1787310138	4.55	5.45	5.48	0
1787310143	4.50	5.43	5.47	0
1787310148	4.78	5.47	5.49	0
1787310153	5.04	5.51	5.50	0
1787310158	5.28	5.55	5.52	0
1787310163	5.42	5.58	5.52	0
1787310168	5.62	5.62	5.54	0
1787310173	5.81	5.66	5.55	0
1787310178	5.99	5.70	5.56	0
1787310183	5.75	5.65	5.55	0
1787310188	5.85	5.67	5.56	0
1787310193	5.46	5.60	5.53	0
1787310198	5.42	5.59	5.53	0
1787310203	5.39	5.58	5.53	0
1787310208	5.36	5.57	5.52	0
1787310213	5.01	5.49	5.50	0
1787310218	5.01	5.48	5.50	0
1787310223	5.09	5.49	5.50	0
1787310228	4.76	5.42	5.47	0
1787310233	5.10	5.48	5.49	0
1787310238	4.93	5.43	5.48	0
1787310243	5.02	5.44	5.48	0
1787310249	4.78	5.39	5.46	0
1787310254	4.47	5.31	5.44	0
1787310259	4.68	5.34	5.45	0
1787310264	4.46	5.29	5.43	0
1787310269	4.75	5.33	5.44	0
1787310274	5.09	5.39	5.46	0
1787310279	5.24	5.42	5.47	0
1787310284	5.54	5.48	5.49	0
1787310289	5.58	5.49	5.49	0
1787310294	5.45	5.46	5.49	0
1787310299	5.98	5.57	5.52	0
1787310304	5.82	5.55	5.51	0
1787310309	5.67	5.52	5.50	0
1787310314	5.46	5.48	5.49	0
1787310319	5.66	5.52	5.50	0
1787310324	5.61	5.51	5.50	0
1787310329	6.36	5.67	5.55	0
1787310334	6.41	5.69	5.56	0
1787310339	6.22	5.66	5.55	0
1787310344	6.20	5.67	5.55	0
1787310349	5.94	5.62	5.54	0
1787310354	5.71	5.58	5.53	0
1787310359	5.65	5.57	5.52	0
1787310364	5.76	5.59	5.53	0
1787310369	6.34	5.72	5.57	0
1787310374	6.15	5.69	5.56	0
1787310379	6.54	5.78	5.59	0
1787310384	7.62	6.01	5.67	0
1787310389	7.17	5.95	5.65	0
1787310394	7.56	6.05	5.68	0
1787310399	7.03	5.96	5.66	0
1787310404	6.95	5.96	5.66	0
1787310409	6.47	5.88	5.64	0
1787310414	6.43	5.88	5.64	0
1787310419	6.00	5.80	5.61	0
1787310424	5.68	5.74	5.59	0
1787310429	5.78	5.76	5.60	0
1787310434	5.40	5.68	5.58	0
1787310439	5.05	5.60	5.55	0
1787310444	5.28	5.64	5.56	0
1787310449	5.26	5.63	5.56	0
1787310454	7.40	6.07	5.70	0
1787310459	6.89	5.99	5.68	0
1787310464	7.22	6.07	5.71	0
1787310469	7.28	6.10	5.72	0
1787310474	7.82	6.23	5.76	0
1787310479	7.43	6.18	5.75	0
1787310484	7.72	6.26	5.78	0
1787310489	8.06	6.35	5.81	0
1787310494	8.46	6.47	5.85	0
1787310499	8.42	6.49	5.86	0
1787310504	8.47	6.53	5.88	0
1787310509	7.95	6.46	5.86	0
1787310514	7.71	6.43	5.85	0
1787310519	10.30	6.99	6.04	0
1787310524	9.87	6.96	6.03	0
1787310529	11.65	7.37	6.17	0
1787310534	13.36	7.80	6.31	0
1787310539	15.17	8.27	6.47	0
1787310544	14.60	8.26	6.48	0
1787310549	13.83	8.21	6.47	0
1787310554	12.88	8.10	6.45	0
1787310560	11.93	7.99	6.42	0
1787310565	11.53	7.97	6.42	0
1787310570	10.69	7.85	6.39	0
1787310575	9.91	7.74	6.37	0
1787310580	9.28	7.64	6.34	0
1787310585	8.62	7.53	6.31	0
1787310590	8.01	7.43	6.28	0
1787310595	8.01	7.43	6.29	0
1787310600	7.44	7.33	6.26	0
1787310605	7.49	7.34	6.27	0
1787310610	7.13	7.27	6.26	0
1787310615	6.72	7.18	6.23	0
1787310620	6.42	7.11	6.22	0
1787310625	6.47	7.11	6.22	0
1787310630	6.59	7.12	6.23	0
1787310635	6.14	7.02	6.20	0
1787310640	5.89	6.95	6.18	0
1787310645	5.58	6.87	6.16	0
1787310650	5.37	6.81	6.14	0
1787310655	5.58	6.83	6.15	0
1787310660	5.78	6.85	6.16	0
1787310665	5.87	6.85	6.17	0
1787310670	5.80	6.82	6.16	0
1787310675	5.82	6.80	6.16	0
1787310680	5.67	6.76	6.15	0
1787310685	5.46	6.70	6.13	0
1787310690	5.58	6.70	6.14	0
1787310695	5.46	6.66	6.13	0
1787310700	5.10	6.56	6.10	0
1787310705	4.77	6.47	6.07	0
1787310710	4.55	6.39	6.05	0
1787310715	4.99	6.45	6.07	0
1787310720	5.23	6.48	6.08	0
1787310725	5.21	6.46	6.08	0
1787310730	4.95	6.38	6.05	0
1787310735	5.20	6.41	6.06	0
1787310740	5.58	6.47	6.09	0
1787310745	5.37	6.41	6.07	0
1787310750	5.66	6.45	6.08	0
1787310755	5.37	6.38	6.06	0
1787310760	5.02	6.29	6.04	0
1787310765	4.70	6.20	6.01	0
1787310770	4.96	6.23	6.02	0
1787310775	5.21	6.26	6.03	0
1787310780	5.27	6.26	6.03	0
1787310785	5.49	6.29	6.04	0
1787310790	5.13	6.20	6.01	0
1787310795	5.28	6.21	6.02	0
1787310800	5.10	6.16	6.00	0
1787310805	4.85	6.09	5.98	0
1787310810	4.54	6.01	5.95	0
1787310815	4.50	5.97	5.94	0
1787310820	4.78	6.01	5.95	0
1787310825	4.55	5.94	5.93	0
1787310830	4.27	5.86	5.90	0
1787310835	4.57	5.89	5.92	0
1787310840	4.28	5.81	5.89	0
1787310845	4.50	5.83	5.90	0
1787310850	4.78	5.87	5.91	0
1787310855	4.48	5.79	5.88	0
1787310860	4.76	5.82	5.89	0
1787310865	4.54	5.76	5.87	0
1787310870	4.58	5.75	5.87	0
1787310875	4.37	5.68	5.85	0
1787310880	4.42	5.67	5.84	0
1787310885	4.63	5.70	5.85	0
1787310890	4.58	5.67	5.84	0
1787310895	4.29	5.59	5.81	0
1787310900	4.27	5.56	5.80	0
1787310905	4.25	5.54	5.79	0
1787310910	4.22	5.51	5.78	0
1787310916	3.97	5.43	5.76	0
1787310921	3.81	5.38	5.74	0
1787310926	3.66	5.32	5.71	0
1787310931	3.45	5.25	5.69	0
1787310936	3.25	5.18	5.66	0
1787310941	3.63	5.23	5.68	0
1787310946	3.98	5.27	5.69	0
1787310951	4.31	5.32	5.70	0
1787310956	4.60	5.36	5.71	0
1787310961	4.87	5.41	5.73	0
1787310966	4.56	5.33	5.70	0
1787310971	4.84	5.38	5.71	0
1787310976	4.53	5.31	5.69	0
1787310981	4.49	5.28	5.68	0
1787310986	4.85	5.35	5.70	0
1787310991	5.10	5.39	5.71	0
1787310996	4.77	5.32	5.68	0
1787311001	5.03	5.36	5.70	0
1787311006	5.11	5.37	5.70	0
1787311011	5.26	5.40	5.71	0
1787311016	5.32	5.41	5.71	0
1787311021	4.97	5.34	5.68	0
1787311026	4.66	5.26	5.66	0
1787311031	4.24	5.16	5.62	0
1787311036	4.70	5.24	5.64	0
1787311041	4.81	5.25	5.64	0
1787311046	4.50	5.18	5.62	0
1787311051	4.70	5.21	5.63	0
1787311056	4.73	5.20	5.62	0
1787311061	4.99	5.25	5.64	0
1787311066	5.23	5.30	5.65	0
1787311071	4.89	5.23	5.62	0
1787311076	4.74	5.19	5.61	0
1787311081	4.44	5.12	5.58	0
1787311086	4.32	5.08	5.57	0
1787311091	4.62	5.13	5.58	0
1787311096	4.25	5.05	5.55	0
1787311101	4.15	5.01	5.54	0
1787311106	3.98	4.96	5.52	0
1787311111	4.30	5.01	5.53	0
1787311116	4.52	5.05	5.54	0
1787311121	4.23	4.98	5.52	0
1787311126	4.45	5.01	5.53	0
1787311131	4.18	4.95	5.50	0
1787311136	4.48	5.00	5.52	0
1787311141	4.20	4.93	5.49	0
1787311146	4.03	4.88	5.47	0
1787311151	4.19	4.90	5.47	0
1787311156	3.93	4.84	5.45	0
1787311161	3.78	4.79	5.43	0
1787311166	4.11	4.84	5.45	0
1787311171	3.87	4.78	5.42	0
1787311176	3.64	4.71	5.40	0
1787311181	3.42	4.65	5.37	0
1787311186	3.23	4.59	5.35	0
1787311191	3.61	4.65	5.37	0
1787311196	3.56	4.62	5.35	0
1787311201	3.36	4.56	5.33	0
1787311206	3.49	4.57	5.33	0
1787311211	3.29	4.51	5.30	0
1787311216	3.75	4.58	5.32	0
1787311221	4.33	4.69	5.35	0
1787311226	4.14	4.64	5.34	0
1787311231	3.89	4.58	5.31	0
1787311236	4.14	4.62	5.32	0
1787311241	3.89	4.56	5.30	0
1787311246	3.74	4.52	5.28	0
1787311251	3.52	4.46	5.26	0
1787311256	3.32	4.40	5.23	0
1787311261	3.21	4.36	5.22	0
1787311266	3.03	4.31	5.19	0
1787311271	3.11	4.30	5.19	0
1787311276	2.94	4.25	5.16	0
1787311282	2.87	4.21	5.15	0
1787311287	2.72	4.16	5.12	0
1787311292	3.14	4.22	5.14	0
1787311297	3.37	4.25	5.14	0
1787311302	3.18	4.20	5.12	0
1787311307	3.00	4.14	5.10	0
1787311312	3.48	4.22	5.12	0
1787311317	3.29	4.17	5.10	0
1787311322	3.66	4.23	5.11	0
1787311327	4.01	4.30	5.13	0
1787311332	4.33	4.36	5.14	0
1787311337	4.14	4.32	5.13	0
1787311342	4.45	4.38	5.14	0
1787311347	4.82	4.46	5.16	0
1787311352	4.59	4.42	5.15	0
1787311357	4.86	4.48	5.16	0
1787311362	5.12	4.54	5.18	0
1787311367	4.79	4.48	5.16	0
1787311372	5.04	4.53	5.17	0
1787311377	5.28	4.59	5.19	0
1787311382	5.50	4.65	5.20	0
1787311387	5.22	4.60	5.18	0
1787311392	4.96	4.56	5.17	0
1787311397	4.72	4.52	5.15	0
1787311402	4.50	4.48	5.13	0
1787311407	4.95	4.57	5.16	0
1787311412	5.35	4.66	5.19	0
1787311417	5.08	4.61	5.17	0
1787311422	5.48	4.70	5.19	0
1787311427	5.68	4.76	5.21	0
1787311432	5.78	4.80	5.22	0
1787311437	5.80	4.82	5.22	0
1787311442	5.50	4.77	5.21	0
1787311447	5.14	4.71	5.18	0
1787311452	4.81	4.64	5.16	0
1787311457	4.58	4.60	5.14	0
1787311462	4.29	4.54	5.12	0
1787311467	4.67	4.61	5.14	0
1787311472	4.86	4.65	5.15	0
1787311477	4.63	4.61	5.14	0
1787311482	4.82	4.65	5.15	0
1787311487	4.59	4.61	5.13	0
1787311492	4.62	4.61	5.13	0
1787311497	5.06	4.70	5.15	0
1787311502	4.97	4.69	5.15	0
1787311507	4.65	4.63	5.12	0
1787311512	4.92	4.69	5.14	0
1787311517	4.61	4.62	5.12	0
1787311522	4.40	4.58	5.10	0
1787311527	4.20	4.54	5.08	0
1787311532	4.75	4.64	5.12	0
1787311537	5.17	4.73	5.14	0
1787311542	5.00	4.70	5.13	0
1787311547	4.68	4.64	5.11	0
1787311552	4.86	4.68	5.12	0
1787311557	4.55	4.62	5.10	0
1787311562	4.27	4.56	5.07	0
1787311567	4.57	4.62	5.09	0
1787311572	4.28	4.56	5.07	0
1787311577	4.90	4.68	5.11	0
1787311582	5.15	4.74	5.12	0
1787311587	5.38	4.79	5.14	0
1787311592	5.67	4.86	5.16	0
1787311597	5.61	4.86	5.16	0
1787311602	5.24	4.80	5.13	0
1787311607	4.90	4.74	5.11	0
1787311612	4.91	4.74	5.11	0
1787311617	5.00	4.76	5.12	0
1787311622	4.68	4.70	5.09	0
1787311627	4.86	4.74	5.10	0
1787311632	4.64	4.69	5.09	0
1787311637	4.34	4.63	5.06	0
1787311642	4.64	4.69	5.08	0
1787311648	4.59	4.67	5.07	0
1787311653	4.70	4.70	5.08	0
1787311658	4.40	4.64	5.06	0
1787311663	4.21	4.59	5.04	0
1787311668	4.51	4.65	5.06	0
1787311673	4.23	4.59	5.04	0
1787311678	4.21	4.58	5.03	0
1787311683	4.12	4.55	5.02	0
1787311688	3.87	4.49	5.00	0
1787311693	3.72	4.45	4.98	0
1787311698	4.06	4.51	5.00	0
1787311703	3.89	4.47	4.98	0
1787311708	3.66	4.41	4.96	0
1787311713	4.49	4.57	5.01	0
1787311718	4.37	4.54	5.00	0
1787311723	4.10	4.48	4.98	0
1787311728	4.41	4.54	4.99	0
1787311733	4.22	4.50	4.98	0
1787311738	4.12	4.47	4.97	0
1787311743	4.19	4.48	4.97	0
1787311748	5.94	4.84	5.08	0
1787311753	6.10	4.89	5.10	0
1787311758	6.10	4.91	5.10	0
1787311763	6.01	4.91	5.10	0
1787311768	6.65	5.06	5.15	0
1787311773	6.52	5.06	5.15	0
1787311778	6.47	5.08	5.15	0
1787311783	6.12	5.03	5.13	0
1787311788	5.87	4.99	5.12	0
1787311793	5.48	4.93	5.10	0
1787311798	7.12	5.28	5.21	0
1787311803	8.63	5.62	5.32	0
1787311808	8.10	5.56	5.31	0
1787311813	7.53	5.49	5.28	0
1787311818	7.57	5.53	5.30	0
1787311823	7.04	5.45	5.27	0
1787311828	6.64	5.39	5.26	0
1787311833	6.19	5.32	5.23	0
1787311838	6.33	5.37	5.25	0
1787311843	5.99	5.31	5.23	0
1787311848	5.59	5.24	5.21	0
1787311853	5.30	5.18	5.19	0
1787311858	5.19	5.16	5.18	0
1787311863	4.86	5.09	5.16	0
1787311868	4.71	5.06	5.15	0
1787311873	4.49	5.01	5.13	0
1787311878	4.61	5.02	5.14	0
1787311883	5.69	5.24	5.20	0
1787311888	5.47	5.20	5.19	0
1787311893	5.91	5.30	5.22	0
1787311898	5.68	5.26	5.21	0
1787311903	5.87	5.31	5.23	0
1787311908	5.88	5.32	5.23	0
1787311913	5.57	5.26	5.21	0
1787311918	5.52	5.26	5.21	0
1787311923	6.92	5.55	5.31	0
1787311928	8.13	5.83	5.40	0
1787311933	8.12	5.86	5.41	0
1787311938	7.71	5.82	5.40	0
1787311943	9.41	6.20	5.53	0
1787311949	10.58	6.50	5.63	0
1787311954	9.81	6.41	5.60	0
1787311959	9.11	6.32	5.58	0
1787311964	9.18	6.38	5.60	0
1787311969	8.52	6.29	5.57	0
1787311974	7.92	6.20	5.55	0
1787311979	8.01	6.25	5.57	0
1787311984	7.69	6.21	5.56	0
1787311989	7.71	6.24	5.57	0
1787311994	7.17	6.15	5.55	0
1787311999	7.16	6.17	5.56	0
1787312004	7.23	6.20	5.57	0
1787312009	6.73	6.11	5.54	0
1787312014	6.35	6.04	5.52	0
1787312019	6.72	6.12	5.55	0
1787312024	6.34	6.06	5.54	0
1787312029	6.48	6.09	5.55	0
1787312034	6.04	6.00	5.52	0
1787312039	5.63	5.92	5.50	0
1787312044	5.26	5.84	5.47	0
1787312049	4.92	5.76	5.45	0
1787312054	4.61	5.68	5.43	0
1787312059	4.88	5.72	5.44	0
1787312064	4.65	5.65	5.42	0
1787312069	4.76	5.66	5.43	0
1787312074	4.86	5.67	5.43	0
1787312079	4.79	5.64	5.42	0
1787312084	4.48	5.56	5.40	0
1787312089	4.52	5.55	5.39	0
1787312094	4.56	5.54	5.39	0
1787312099	4.84	5.58	5.41	0
1787312104	5.09	5.62	5.42	0
1787312109	4.76	5.55	5.40	0
1787312114	4.46	5.47	5.37	0
1787312119	4.18	5.40	5.35	0
1787312124	3.93	5.32	5.33	0
1787312129	3.69	5.25	5.30	0
1787312134	3.48	5.18	5.28	0
1787312139	3.28	5.11	5.26	0
1787312144	3.18	5.06	5.24	0
1787312149	3.16	5.02	5.23	0
1787312154	3.07	4.97	5.21	0
1787312159	3.46	5.02	5.22	0
1787312164	3.51	5.01	5.22	0
1787312169	3.87	5.06	5.23	0
1787312174	3.64	4.99	5.21	0
1787312179	4.07	5.06	5.23	0
1787312184	4.38	5.11	5.24	0
1787312189	4.11	5.04	5.22	0
1787312194	4.10	5.02	5.21	0
1787312199	4.49	5.09	5.23	0
1787312204	4.37	5.05	5.22	0
1787312209	4.18	5.00	5.20	0
1787312214	4.01	4.95	5.19	0
1787312219	3.77	4.88	5.16	0
1787312224	3.55	4.82	5.14	0
1787312229	3.58	4.81	5.14	0
1787312234	3.38	4.74	5.11	0
1787312239	3.18	4.68	5.09	0
1787312244	3.09	4.64	5.07	0
1787312249	2.92	4.57	5.05	0
1787312254	3.01	4.56	5.05	0
1787312259	3.41	4.62	5.06	0
1787312264	3.38	4.59	5.05	0
1787312269	3.35	4.57	5.04	0
1787312274	3.16	4.51	5.02	0
1787312279	3.55	4.57	5.03	0
1787312284	3.74	4.59	5.04	0
1787312289	3.76	4.58	5.03	0
1787312294	3.54	4.52	5.01	0
1787312299	4.14	4.63	5.04	0
1787312304	3.89	4.57	5.02	0
1787312310	3.74	4.52	5.01	0
1787312315	3.52	4.47	4.98	0
1787312320	3.40	4.43	4.97	0
1787312325	3.20	4.37	4.95	0
1787312330	3.11	4.33	4.93	0
1787312335	2.86	4.26	4.90	0
1787312340	2.87	4.24	4.89	4
1787312345	3.92	4.43	4.95	0
1787312350	4.33	4.51	4.97	0
1787312355	4.22	4.48	4.96	0
1787312360	4.04	4.44	4.95	0
1787312365	4.04	4.43	4.94	0
1787312370	4.28	4.48	4.95	0
1787312375	4.41	4.50	4.96	0
