epoch	load1	load5	load15	benchmarks
1787305609	5.96	6.57	8.08	0
1787305614	5.97	6.56	8.07	0
1787305619	6.37	6.64	8.09	0
1787305624	6.58	6.68	8.09	0
1787305629	7.82	6.93	8.17	0
1787305634	10.15	7.43	8.32	0
1787305639	9.74	7.39	8.31	0
1787305644	9.20	7.32	8.28	1
1787305650	12.95	8.13	8.53	0
1787305655	14.39	8.51	8.66	0
1787305660	14.20	8.56	8.67	0
1787305665	13.63	8.54	8.66	0
1787305670	12.85	8.46	8.64	0
1787305675	12.07	8.37	8.61	0
1787305680	11.34	8.28	8.58	0
1787305685	10.67	8.19	8.55	0
1787305690	10.30	8.16	8.53	0
1787305695	10.67	8.27	8.57	0
1787305700	10.06	8.18	8.54	0
1787305705	9.65	8.13	8.52	0
1787305710	9.60	8.14	8.52	0
1787305715	9.63	8.18	8.53	0
1787305720	9.18	8.11	8.51	0
1787305725	9.01	8.09	8.50	0
1787305730	8.53	8.00	8.47	0
1787305735	8.32	7.97	8.45	0
1787305740	8.58	8.04	8.47	0
1787305745	8.69	8.07	8.48	0
1787305750	8.88	8.12	8.49	0
1787305755	8.73	8.10	8.48	0
1787305760	8.99	8.16	8.50	0
1787305765	8.67	8.11	8.48	0
1787305770	8.22	8.03	8.45	0
1787305775	8.28	8.04	8.46	0
1787305780	7.86	7.96	8.43	0
1787305785	7.63	7.91	8.41	0
1787305790	7.26	7.83	8.38	0
1787305795	6.92	7.75	8.35	0
1787305800	7.16	7.79	8.36	0
1787305805	6.99	7.74	8.34	0
1787305810	6.91	7.71	8.33	0
1787305815	7.00	7.71	8.33	0
1787305820	7.24	7.75	8.34	0
1787305825	7.54	7.81	8.35	0
1787305830	7.18	7.73	8.32	0
1787305835	6.84	7.65	8.29	0
1787305840	6.53	7.57	8.27	0
1787305845	6.25	7.49	8.24	0
1787305850	6.15	7.45	8.22	0
1787305855	5.90	7.38	8.19	0
1787305860	5.66	7.31	8.16	0
1787305865	5.53	7.25	8.14	0
1787305870	5.81	7.28	8.14	0
1787305875	6.31	7.36	8.17	0
1787305880	6.28	7.34	8.15	0
1787305885	6.18	7.30	8.14	0
1787305890	6.16	7.27	8.13	0
1787305895	5.99	7.22	8.10	0
1787305900	5.83	7.17	8.08	0
1787305905	5.92	7.16	8.07	0
1787305910	5.69	7.09	8.05	0
1787305915	5.55	7.04	8.03	0
1787305920	5.99	7.11	8.04	0
1787305925	5.99	7.09	8.03	0
1787305930	5.83	7.04	8.01	0
1787305935	5.93	7.04	8.00	0
1787305940	6.57	7.15	8.03	0
1787305945	7.09	7.25	8.06	0
1787305950	6.84	7.20	8.04	0
1787305955	7.41	7.31	8.07	0
1787305960	8.02	7.44	8.11	0
1787305965	8.50	7.55	8.14	0
1787305971	9.10	7.69	8.18	0
1787305976	10.37	7.97	8.27	0
1787305981	11.55	8.26	8.36	0
1787305986	11.42	8.29	8.37	0
1787305991	11.07	8.27	8.36	0
1787305996	11.14	8.33	8.38	0
1787306001	10.97	8.34	8.39	0
1787306006	10.41	8.27	8.36	0
1787306011	10.30	8.28	8.37	0
1787306016	10.19	8.29	8.37	0
1787306021	10.26	8.34	8.38	0
1787306026	10.16	8.35	8.39	0
1787306031	9.66	8.27	8.36	0
1787306036	9.05	8.17	8.33	0
1787306041	8.57	8.08	8.30	0
1787306046	8.60	8.10	8.30	0
1787306051	8.31	8.05	8.29	0
1787306056	8.13	8.01	8.27	0
1787306061	8.04	8.00	8.27	0
1787306066	9.88	8.38	8.39	0
1787306071	9.81	8.39	8.39	0
1787306076	10.38	8.53	8.44	0
1787306081	10.67	8.62	8.47	0
1787306086	13.82	9.31	8.69	0
1787306091	15.68	9.77	8.84	0
1787306096	19.31	10.62	9.12	0
1787306101	22.33	11.39	9.38	0
1787306106	21.74	11.45	9.41	0
1787306111	22.00	11.68	9.50	0
1787306116	21.20	11.68	9.51	0
1787306121	20.46	11.69	9.52	0
1787306126	19.86	11.71	9.54	0
1787306131	19.88	11.85	9.60	0
1787306136	22.29	12.48	9.82	0
1787306141	23.07	12.81	9.94	0
1787306146	22.66	12.89	9.98	0
1787306151	21.25	12.76	9.95	0
1787306156	20.26	12.70	9.95	0
1787306161	19.12	12.59	9.93	0
1787306166	17.91	12.44	9.89	0
1787306171	17.60	12.47	9.92	0
1787306176	17.07	12.45	9.92	0
1787306181	16.10	12.32	9.90	0
1787306186	15.77	12.32	9.91	0
1787306191	15.07	12.23	9.89	0
1787306196	14.74	12.21	9.90	0
1787306201	14.20	12.14	9.89	0
1787306206	14.19	12.17	9.91	0
1787306212	13.69	12.10	9.90	0
1787306217	13.56	12.10	9.91	0
1787306222	13.19	12.04	9.91	0
1787306227	13.02	12.03	9.91	0
1787306232	12.53	11.94	9.90	0
1787306237	12.33	11.91	9.90	0
1787306242	12.06	11.86	9.89	0
1787306247	13.50	12.16	10.00	0
1787306252	13.70	12.23	10.03	0
1787306257	14.20	12.36	10.09	0
1787306262	14.35	12.42	10.12	0
1787306267	14.40	12.46	10.14	0
1787306272	14.05	12.42	10.14	0
1787306277	13.32	12.30	10.12	0
1787306282	13.78	12.41	10.16	0
1787306287	13.96	12.47	10.20	0
1787306292	13.56	12.41	10.19	0
1787306297	14.80	12.69	10.29	0
1787306302	14.25	12.61	10.28	0
1787306307	15.03	12.80	10.35	0
1787306312	16.07	13.05	10.45	0
1787306317	15.18	12.92	10.42	0
1787306322	14.85	12.88	10.42	0
1787306327	13.98	12.74	10.39	0
1787306332	13.66	12.69	10.38	0
1787306337	13.05	12.58	10.36	0
1787306342	12.32	12.44	10.33	0
1787306347	11.50	12.26	10.28	0
1787306352	10.66	12.08	10.23	0
1787306357	10.04	11.92	10.19	0
1787306362	9.32	11.74	10.14	0
1787306367	9.61	11.76	10.16	0
1787306372	9.64	11.73	10.16	0
1787306377	9.19	11.61	10.12	0
1787306382	8.86	11.50	10.09	0
1787306387	8.31	11.34	10.05	0
1787306392	7.80	11.18	10.01	0
1787306397	7.34	11.03	9.96	0
1787306402	6.91	10.88	9.92	0
1787306407	6.84	10.80	9.90	0
1787306412	6.69	10.70	9.87	0
1787306417	6.31	10.56	9.83	0
1787306422	5.97	10.42	9.79	0
1787306427	5.65	10.28	9.75	0
1787306432	6.08	10.29	9.75	0
1787306437	5.99	10.20	9.73	0
1787306442	5.59	10.05	9.68	0
1787306447	5.62	9.98	9.66	0
1787306452	5.17	9.81	9.61	3
1787306457	4.92	9.68	9.57	3
1787306462	4.61	9.54	9.52	3
1787306467	4.32	9.40	9.47	3
1787306472	4.05	9.26	9.43	0
1787306477	3.73	9.10	9.38	2
1787306482	3.59	8.99	9.34	2
1787306487	3.54	8.89	9.30	2
1787306492	3.50	8.79	9.27	2
1787306497	3.30	8.66	9.22	2
1787306503	3.11	8.53	9.18	2
1787306508	2.94	8.41	9.14	2
1787306513	2.79	8.28	9.09	2
1787306518	2.64	8.16	9.05	3
1787306523	2.83	8.11	9.03	3
1787306528	2.69	7.99	8.98	3
1787306533	2.55	7.87	8.94	3
1787306538	2.35	7.74	8.89	0
1787306543	2.24	7.63	8.85	0
1787306548	2.06	7.50	8.80	0
1787306553	2.05	7.41	8.77	0
1787306558	3.25	7.57	8.81	0
1787306563	4.35	7.73	8.85	0
1787306568	4.40	7.68	8.83	0
1787306573	4.13	7.57	8.79	0
1787306578	3.88	7.46	8.75	0
1787306583	3.89	7.40	8.72	0
1787306588	4.30	7.43	8.72	0
1787306593	4.60	7.44	8.72	0
1787306598	4.39	7.35	8.68	0
1787306603	4.60	7.34	8.68	0
1787306608	4.47	7.27	8.64	0
1787306613	4.51	7.23	8.62	0
1787306618	4.31	7.15	8.59	0
1787306623	5.97	7.44	8.68	0
1787306628	7.73	7.79	8.78	0
1787306633	8.23	7.89	8.81	0
1787306638	9.34	8.12	8.88	0
1787306643	10.75	8.44	8.98	0
1787306648	10.05	8.33	8.94	0
1787306653	9.89	8.32	8.94	0
1787306658	9.81	8.33	8.94	0
1787306663	9.35	8.26	8.91	0
1787306668	8.92	8.19	8.88	0
1787306673	8.61	8.14	8.86	0
1787306678	8.00	8.02	8.82	0
1787306683	7.76	7.97	8.80	0
1787306688	7.21	7.85	8.76	0
1787306693	7.28	7.86	8.75	0
1787306698	7.74	7.94	8.77	0
1787306703	7.44	7.88	8.75	0
1787306708	7.00	7.78	8.71	0
1787306713	6.52	7.67	8.67	0
1787306718	6.64	7.67	8.67	0
1787306723	6.19	7.56	8.62	0
1787306728	5.93	7.48	8.59	0
1787306733	5.70	7.41	8.56	0
1787306738	5.64	7.37	8.54	0
1787306743	5.75	7.36	8.54	0
1787306748	5.45	7.27	8.50	0
1787306753	5.41	7.24	8.48	0
1787306758	6.10	7.35	8.51	0
1787306763	5.93	7.29	8.49	0
1787306768	5.86	7.25	8.47	0
1787306773	5.55	7.17	8.43	0
1787306778	5.18	7.06	8.39	0
1787306783	4.85	6.96	8.35	0
1787306788	4.78	6.91	8.33	0
1787306793	4.64	6.85	8.30	0
1787306798	5.07	6.90	8.31	0
1787306803	5.30	6.92	8.31	0
1787306808	4.96	6.82	8.27	0
1787306813	4.64	6.72	8.23	0
1787306819	4.91	6.75	8.23	0
1787306824	5.16	6.77	8.23	0
1787306829	4.90	6.69	8.19	0
1787306834	5.31	6.74	8.20	0
1787306839	5.53	6.76	8.20	0
1787306844	5.16	6.67	8.16	0
1787306849	5.39	6.69	8.16	0
1787306854	5.28	6.65	8.14	0
1787306859	5.26	6.62	8.12	0
1787306864	5.16	6.57	8.10	0
1787306869	4.82	6.48	8.06	0
1787306874	4.76	6.44	8.04	0
1787306879	4.46	6.35	8.00	0
1787306884	4.66	6.36	8.00	0
1787306889	4.37	6.27	7.96	0
1787306894	4.58	6.28	7.95	0
1787306899	4.29	6.20	7.91	0
1787306904	4.51	6.21	7.91	0
1787306909	4.47	6.17	7.89	0
1787306914	4.19	6.09	7.85	0
1787306919	4.01	6.02	7.82	0
1787306924	3.85	5.95	7.79	0
1787306929	3.62	5.87	7.75	0
1787306934	3.41	5.79	7.71	0
1787306939	3.30	5.72	7.68	0
1787306944	3.12	5.65	7.65	0
1787306949	2.95	5.57	7.61	0
1787306954	2.79	5.49	7.58	0
1787306959	2.65	5.42	7.54	0
1787306964	3.08	5.46	7.54	0
1787306969	2.99	5.40	7.51	0
1787306974	2.99	5.36	7.49	0
1787306979	2.91	5.31	7.46	0
1787306984	2.92	5.27	7.43	0
1787306989	3.32	5.31	7.44	0
1787306994	3.22	5.26	7.41	0
1787306999	3.12	5.20	7.38	0
1787307004	3.91	5.33	7.41	0
1787307009	4.72	5.48	7.44	0
1787307014	4.42	5.40	7.41	0
1787307019	4.15	5.33	7.38	0
1787307024	4.46	5.38	7.38	0
1787307029	4.42	5.35	7.36	0
1787307034	4.79	5.41	7.37	0
1787307039	4.88	5.42	7.36	0
1787307044	4.65	5.37	7.33	0
1787307049	4.44	5.31	7.30	0
1787307054	4.16	5.24	7.27	0
1787307059	4.47	5.28	7.27	0
1787307064	4.67	5.31	7.27	0
1787307069	4.38	5.24	7.24	0
1787307074	4.11	5.17	7.20	0
1787307079	4.02	5.13	7.18	0
1787307084	4.34	5.18	7.19	0
1787307089	4.07	5.11	7.15	0
1787307094	3.83	5.04	7.12	0
1787307099	3.68	4.99	7.09	0
1787307104	3.46	4.93	7.06	0
1787307109	3.43	4.89	7.04	0
1787307114	3.23	4.83	7.00	0
1787307119	3.05	4.77	6.97	0
1787307124	3.53	4.84	6.98	0
1787307129	3.41	4.79	6.96	0
1787307134	3.21	4.73	6.92	0
1787307139	3.04	4.66	6.89	0
1787307144	2.95	4.62	6.86	0
1787307149	2.80	4.56	6.83	0
1787307154	2.65	4.50	6.80	0
1787307159	3.00	4.54	6.80	0
1787307165	2.92	4.50	6.78	0
1787307170	3.33	4.56	6.78	0
1787307175	3.14	4.50	6.75	0
1787307180	2.97	4.44	6.72	0
1787307185	3.37	4.50	6.73	0
1787307190	3.74	4.56	6.74	0
1787307195	3.52	4.50	6.70	0
1787307200	3.40	4.46	6.68	0
1787307205	3.21	4.40	6.65	0
1787307210	3.35	4.41	6.64	0
1787307215	3.40	4.40	6.62	0
1787307220	3.29	4.36	6.60	0
1787307225	3.19	4.32	6.57	0
1787307230	3.57	4.38	6.58	0
1787307235	3.37	4.33	6.55	0
1787307240	3.26	4.29	6.53	0
1787307245	3.56	4.33	6.53	0
1787307250	3.35	4.28	6.50	0
1787307255	3.72	4.34	6.51	0
1787307260	3.99	4.39	6.51	0
1787307265	3.75	4.33	6.48	0
1787307270	4.01	4.37	6.48	0
1787307275	4.33	4.43	6.49	0
1787307280	4.62	4.49	6.50	0
1787307285	4.41	4.45	6.48	0
1787307290	4.14	4.39	6.45	0
1787307295	4.21	4.40	6.44	0
1787307300	4.35	4.43	6.44	0
1787307305	4.08	4.37	6.41	0
1787307310	3.84	4.32	6.38	0
1787307315	4.17	4.38	6.39	0
1787307320	4.08	4.36	6.37	0
1787307325	4.15	4.37	6.36	0
1787307330	3.98	4.33	6.34	0
1787307335	3.74	4.27	6.31	0
1787307340	4.16	4.35	6.32	0
1787307345	4.07	4.33	6.30	0
1787307350	4.30	4.37	6.31	0
1787307355	4.12	4.33	6.29	0
1787307360	4.43	4.39	6.29	0
1787307365	4.72	4.45	6.30	0
1787307370	4.22	4.36	6.25	0
1787307375	4.52	4.42	6.26	0
1787307380	4.24	4.36	6.23	0
1787307385	3.98	4.30	6.20	0
1787307390	3.82	4.26	6.18	0
1787307395	3.59	4.21	6.15	0
1787307400	3.71	4.22	6.15	0
1787307405	3.57	4.19	6.12	0
1787307410	3.92	4.25	6.14	0
1787307415	3.85	4.23	6.12	0
1787307420	3.86	4.22	6.11	0
1787307425	3.63	4.17	6.08	0
1787307430	3.42	4.12	6.05	0
1787307435	3.23	4.07	6.02	0
1787307440	3.05	4.02	6.00	0
1787307445	2.88	3.96	5.97	0
1787307450	2.81	3.93	5.95	0
1787307455	3.07	3.97	5.95	0
1787307460	3.54	4.05	5.97	0
1787307465	3.42	4.02	5.94	0
1787307470	3.55	4.03	5.94	0
1787307475	3.90	4.10	5.95	0
1787307480	3.67	4.05	5.92	0
1787307485	4.02	4.11	5.93	0
1787307490	3.78	4.06	5.91	0
1787307495	4.11	4.13	5.92	0
1787307500	3.94	4.09	5.90	0
1787307506	4.27	4.16	5.91	0
1787307511	4.41	4.19	5.91	0
1787307516	5.50	4.42	5.97	0
1787307521	5.14	4.36	5.95	0
1787307526	4.81	4.30	5.92	0
1787307531	4.66	4.28	5.90	0
1787307536	4.37	4.23	5.88	0
1787307541	4.58	4.27	5.88	0
1787307546	4.29	4.22	5.86	0
1787307551	4.03	4.16	5.83	0
1787307556	3.78	4.11	5.81	0
1787307561	3.56	4.06	5.78	0
1787307566	3.36	4.01	5.75	0
1787307571	3.17	3.96	5.73	0
1787307576	3.55	4.03	5.74	0
1787307581	3.59	4.03	5.73	0
1787307586	3.54	4.01	5.72	0
1787307591	3.42	3.97	5.70	0
1787307596	3.31	3.94	5.68	0
1787307601	3.12	3.89	5.65	0
1787307606	2.95	3.84	5.62	0
1787307611	2.71	3.78	5.59	0
1787307616	3.14	3.85	5.61	0
1787307621	2.97	3.80	5.58	0
1787307626	2.81	3.76	5.56	0
1787307631	2.66	3.71	5.53	0
1787307636	2.61	3.68	5.51	0
1787307641	3.04	3.75	5.53	0
1787307646	3.68	3.87	5.56	0
1787307651	4.03	3.94	5.57	0
1787307656	3.78	3.89	5.55	0
1787307661	3.96	3.93	5.55	0
1787307666	3.80	3.90	5.53	0
1787307671	3.58	3.85	5.50	0
1787307676	3.37	3.80	5.48	0
1787307681	3.74	3.87	5.49	0
1787307686	4.08	3.94	5.51	0
1787307691	4.08	3.94	5.50	0
1787307696	4.47	4.02	5.52	0
1787307701	4.91	4.12	5.54	0
1787307706	4.60	4.07	5.52	0
1787307711	4.39	4.04	5.50	0
1787307716	4.12	3.99	5.47	0
1787307721	3.87	3.94	5.45	0
1787307726	3.64	3.89	5.43	0
1787307731	3.43	3.84	5.40	0
1787307736	3.23	3.79	5.38	0
1787307741	3.05	3.75	5.35	0
1787307746	3.45	3.82	5.37	0
1787307751	3.25	3.77	5.35	0
1787307756	3.72	3.86	5.37	0
1787307761	4.06	3.93	5.38	0
1787307766	3.81	3.88	5.36	0
1787307771	4.23	3.96	5.38	0
1787307776	4.21	3.96	5.37	0
1787307781	3.95	3.91	5.34	0
1787307786	3.72	3.87	5.32	0
1787307791	4.14	3.95	5.34	0
1787307796	3.97	3.92	5.32	0
1787307801	4.29	3.99	5.34	0
1787307806	4.59	4.05	5.35	0
1787307811	4.94	4.14	5.37	0
1787307816	5.19	4.20	5.39	0
1787307821	5.25	4.23	5.39	0
1787307826	5.15	4.23	5.38	0
1787307831	4.90	4.19	5.36	0
1787307836	4.67	4.15	5.34	0
1787307841	4.93	4.22	5.36	0
1787307847	4.62	4.16	5.34	0
1787307852	4.57	4.16	5.33	0
1787307857	4.68	4.19	5.33	0
1787307862	4.39	4.14	5.31	0
1787307867	4.12	4.08	5.29	0
1787307872	3.87	4.03	5.26	0
1787307877	3.88	4.03	5.26	0
1787307882	3.65	3.98	5.23	0
1787307887	3.43	3.93	5.21	0
1787307892	3.32	3.90	5.19	0
1787307897	3.21	3.87	5.17	0
1787307902	3.60	3.94	5.19	0
1787307907	3.39	3.89	5.17	0
1787307912	3.28	3.86	5.15	0
1787307917	3.66	3.93	5.17	0
1787307922	3.44	3.88	5.14	0
1787307927	3.33	3.85	5.13	0
1787307932	3.70	3.91	5.14	0
1787307937	3.49	3.87	5.12	0
1787307942	3.85	3.93	5.13	0
1787307947	4.34	4.04	5.16	0
1787307952	4.23	4.02	5.15	0
1787307957	4.77	4.13	5.18	0
1787307962	4.47	4.08	5.16	0
1787307967	4.75	4.15	5.17	0
1787307972	5.02	4.21	5.19	0
1787307977	5.25	4.27	5.20	0
1787307982	5.55	4.35	5.23	0
1787307987	5.27	4.31	5.21	0
1787307992	5.49	4.37	5.22	0
1787307997	5.13	4.32	5.20	0
1787308002	5.36	4.38	5.22	0
1787308007	5.57	4.44	5.23	0
1787308012	5.36	4.42	5.22	0
1787308017	5.66	4.49	5.24	0
1787308022	5.28	4.43	5.22	0
1787308027	4.94	4.38	5.19	0
1787308032	4.62	4.32	5.17	0
1787308037	4.33	4.27	5.15	0
1787308042	4.07	4.21	5.12	0
1787308047	3.82	4.16	5.10	0
1787308052	4.32	4.26	5.13	0
1787308057	4.61	4.32	5.14	0
1787308062	4.88	4.38	5.16	0
1787308067	4.81	4.37	5.15	0
1787308072	4.51	4.32	5.13	0
1787308077	4.87	4.39	5.15	0
1787308082	5.36	4.50	5.18	0
1787308087	5.89	4.63	5.22	0
1787308092	6.14	4.70	5.24	0
1787308097	5.81	4.66	5.22	0
1787308102	6.06	4.73	5.24	0
1787308107	5.74	4.68	5.23	0
1787308112	5.52	4.66	5.21	0
1787308117	5.32	4.63	5.20	0
1787308122	4.97	4.57	5.18	0
1787308127	5.29	4.64	5.20	0
1787308132	5.11	4.61	5.19	0
1787308137	4.78	4.55	5.16	0
1787308142	4.48	4.49	5.14	0
1787308147	4.20	4.44	5.12	0
1787308152	4.02	4.40	5.10	0
1787308157	3.78	4.34	5.08	0
1787308162	3.56	4.28	5.06	0
1787308167	3.35	4.23	5.04	0
1787308172	3.81	4.31	5.06	0
1787308177	4.14	4.37	5.07	0
1787308182	4.13	4.36	5.07	0
1787308187	4.44	4.42	5.08	0
1787308192	4.72	4.48	5.10	0
1787308197	4.99	4.54	5.12	0
1787308203	4.83	4.52	5.10	0
1787308208	4.52	4.46	5.08	0
1787308213	4.80	4.52	5.10	0
1787308218	5.06	4.58	5.11	0
1787308223	4.89	4.55	5.10	0
1787308228	4.74	4.52	5.09	0
1787308233	5.00	4.58	5.11	0
1787308238	5.16	4.62	5.12	0
1787308243	4.99	4.59	5.10	0
1787308248	5.15	4.63	5.12	0
1787308253	4.82	4.57	5.09	0
1787308258	4.51	4.51	5.07	0
1787308263	4.47	4.51	5.06	0
1787308268	4.43	4.50	5.06	0
1787308273	4.72	4.56	5.07	0
1787308278	4.42	4.50	5.05	0
1787308283	4.79	4.57	5.07	0
1787308288	5.04	4.63	5.09	0
1787308293	4.96	4.62	5.08	0
1787308298	5.20	4.67	5.10	0
1787308303	5.59	4.76	5.13	0
1787308308	5.38	4.73	5.12	0
1787308313	5.19	4.70	5.10	0
1787308318	5.09	4.69	5.10	0
1787308323	5.09	4.70	5.10	0
1787308328	4.92	4.67	5.08	0
1787308333	4.61	4.61	5.06	0
1787308338	4.88	4.67	5.08	0
1787308343	4.81	4.65	5.07	0
1787308348	4.50	4.59	5.05	0
1787308353	4.30	4.55	5.03	0
1787308358	4.04	4.49	5.01	0
1787308363	3.79	4.43	4.99	0
1787308368	3.65	4.39	4.97	0
1787308373	3.52	4.35	4.96	0
1787308378	3.39	4.31	4.94	0
1787308383	3.20	4.26	4.92	0
1787308388	3.11	4.22	4.90	0
1787308393	3.10	4.20	4.89	0
1787308398	3.01	4.16	4.88	0
1787308403	2.93	4.13	4.86	0
1787308408	3.33	4.19	4.88	0
1787308413	3.71	4.25	4.90	0
1787308418	3.65	4.23	4.89	0
1787308423	4.00	4.30	4.90	0
1787308428	4.32	4.36	4.92	0
1787308433	4.13	4.32	4.90	0
1787308438	4.20	4.33	4.91	0
1787308443	4.51	4.39	4.92	0
1787308448	4.95	4.48	4.95	0
1787308453	5.11	4.53	4.96	0
1787308458	5.26	4.57	4.97	0
1787308463	5.00	4.53	4.96	0
1787308468	4.76	4.48	4.94	0
1787308473	4.70	4.47	4.93	0
1787308478	4.40	4.42	4.91	0
1787308483	4.77	4.49	4.94	0
1787308488	4.55	4.45	4.92	0
1787308493	4.27	4.39	4.90	0
1787308498	4.56	4.45	4.91	0
1787308503	4.28	4.40	4.89	0
1787308508	4.26	4.39	4.89	0
1787308513	4.24	4.38	4.88	0
1787308518	4.06	4.34	4.87	0
1787308523	4.29	4.39	4.88	0
1787308528	4.03	4.33	4.86	0
1787308533	4.19	4.36	4.87	0
1787308538	4.01	4.32	4.85	0
1787308543	3.77	4.26	4.83	0
1787308548	4.03	4.31	4.84	0
1787308553	4.11	4.32	4.84	0
1787308559	3.86	4.27	4.82	0
1787308564	4.11	4.31	4.83	0
1787308569	3.94	4.27	4.82	0
1787308574	3.78	4.23	4.80	0
1787308579	3.96	4.26	4.81	0
1787308584	3.81	4.23	4.79	0
1787308589	3.66	4.19	4.78	0
1787308594	3.45	4.14	4.76	0
1787308599	3.33	4.10	4.74	0
1787308604	3.14	4.05	4.72	0
1787308609	3.53	4.12	4.74	0
1787308614	3.33	4.06	4.72	0
1787308619	3.70	4.13	4.74	0
1787308624	3.81	4.14	4.74	0
1787308629	3.82	4.14	4.73	0
1787308634	3.68	4.11	4.72	0
1787308639	4.02	4.17	4.74	0
1787308644	4.34	4.23	4.75	0
1787308649	4.64	4.30	4.77	0
1787308654	4.42	4.26	4.76	0
1787308659	4.15	4.20	4.74	0
1787308664	3.90	4.15	4.72	0
1787308669	4.23	4.22	4.73	0
1787308674	4.53	4.28	4.75	0
1787308679	4.25	4.22	4.73	0
1787308684	4.39	4.25	4.74	0
1787308689	4.11	4.20	4.72	0
1787308694	4.03	4.18	4.71	0
1787308699	4.18	4.21	4.72	0
1787308704	3.93	4.16	4.70	0
1787308709	3.69	4.10	4.68	0
1787308714	3.96	4.15	4.69	0
1787308719	4.44	4.25	4.72	0
1787308724	4.33	4.23	4.71	0
1787308729	4.22	4.21	4.70	0
1787308734	4.12	4.19	4.69	0
1787308739	4.35	4.23	4.70	0
1787308744	4.32	4.23	4.70	0
1787308749	4.78	4.33	4.73	0
1787308754	4.80	4.34	4.73	0
1787308759	5.21	4.43	4.76	0
1787308764	5.84	4.57	4.80	0
1787308769	6.09	4.65	4.82	0
1787308774	5.84	4.62	4.81	0
1787308779	6.18	4.71	4.84	0
1787308784	6.16	4.73	4.85	0
1787308789	5.83	4.68	4.83	0
1787308794	5.60	4.66	4.82	0
1787308799	5.39	4.63	4.81	3
1787308804	5.36	4.64	4.81	3
1787308809	5.33	4.64	4.82	3
1787308814	5.07	4.60	4.80	3
1787308819	5.46	4.69	4.83	0
1787308824	5.02	4.61	4.80	0
1787308829	4.62	4.53	4.78	2
1787308834	4.33	4.47	4.76	2
1787308839	4.06	4.42	4.74	2
1787308844	3.82	4.36	4.72	2
1787308849	3.59	4.30	4.70	2
1787308854	3.46	4.26	4.68	2
1787308859	3.35	4.23	4.67	2
1787308864	3.16	4.17	4.65	2
1787308869	2.99	4.12	4.63	3
1787308874	2.83	4.07	4.61	3
1787308879	2.68	4.02	4.59	3
1787308884	2.54	3.97	4.57	3
1787308889	2.42	3.92	4.55	0
1787308894	2.23	3.85	4.52	0
1787308899	2.05	3.79	4.50	0
1787308904	1.96	3.74	4.48	0
1787308909	2.13	3.75	4.48	0
1787308914	2.04	3.70	4.46	0
1787308920	1.95	3.65	4.44	0
1787308925	1.96	3.63	4.43	0
1787308930	1.88	3.58	4.41	0
1787308935	1.81	3.54	4.39	0
1787308940	1.99	3.55	4.39	0
1787308945	2.55	3.64	4.41	0
1787308950	2.42	3.59	4.39	0
1787308955	2.31	3.55	4.37	0
1787308960	2.20	3.51	4.35	0
1787308965	2.11	3.47	4.34	0
1787308970	2.02	3.43	4.32	0
1787308975	2.58	3.52	4.34	0
1787308980	2.77	3.54	4.35	0
1787308985	3.19	3.62	4.37	0
1787308990	3.02	3.57	4.35	0
1787308995	2.85	3.53	4.33	0
1787309000	2.95	3.54	4.33	0
1787309005	2.87	3.51	4.32	0
1787309010	3.28	3.59	4.34	0
1787309015	3.10	3.54	4.32	0
1787309020	3.01	3.52	4.31	0
1787309025	2.85	3.48	4.29	0
1787309030	3.18	3.54	4.30	0
1787309035	3.09	3.51	4.29	0
1787309040	2.92	3.47	4.27	0
1787309045	3.49	3.58	4.30	0
1787309050	3.85	3.65	4.32	0
1787309055	3.62	3.61	4.31	0
1787309060	3.49	3.58	4.29	0
1787309065	3.61	3.60	4.30	0
1787309070	3.48	3.58	4.28	0
1787309075	3.68	3.62	4.29	0
1787309080	4.03	3.69	4.31	0
1787309085	3.79	3.64	4.29	0
1787309090	3.64	3.62	4.28	0
1787309095	3.43	3.57	4.26	0
1787309100	3.32	3.55	4.25	0
1787309105	3.13	3.50	4.23	0
1787309110	3.52	3.58	4.25	0
1787309115	3.48	3.57	4.25	0
1787309120	3.28	3.53	4.23	0
1787309125	3.10	3.48	4.21	0
1787309130	3.01	3.46	4.20	0
1787309135	3.01	3.45	4.19	0
1787309140	2.85	3.41	4.18	0
1787309145	3.26	3.49	4.20	0
1787309150	3.64	3.56	4.22	0
1787309155	3.51	3.54	4.21	0
1787309160	4.03	3.64	4.24	0
1787309165	4.11	3.67	4.24	0
1787309170	3.86	3.62	4.22	0
1787309175	3.95	3.65	4.23	0
1787309180	3.95	3.65	4.23	0
1787309185	3.72	3.61	4.21	0
1787309190	3.50	3.56	4.19	0
1787309195	3.62	3.59	4.20	0
1787309200	3.97	3.66	4.22	0
1787309205	4.45	3.77	4.25	0
1787309210	4.18	3.72	4.23	0
1787309215	4.48	3.79	4.25	0
1787309220	4.28	3.76	4.24	0
1787309225	4.02	3.72	4.22	0
1787309230	4.18	3.75	4.23	0
1787309235	3.92	3.71	4.21	0
1787309240	3.69	3.66	4.20	0
1787309245	3.47	3.62	4.18	0
1787309250	3.36	3.59	4.17	0
1787309255	3.25	3.56	4.15	0
1787309260	3.15	3.54	4.14	0
1787309265	3.97	3.70	4.19	0
1787309271	3.90	3.69	4.18	0
1787309276	3.74	3.66	4.17	0
1787309281	4.16	3.75	4.20	0
1787309286	3.91	3.70	4.18	0
1787309291	3.76	3.68	4.17	0
